/meka/addressee-meka/scatter/Viewing_Person0_Meka/	gaze/addressee	/meka/dialogact/dialogActInformer/	/meka/eval/mouth/dialogact/	meka-addressee	/videorecorder/open/	mouth/addressee	start_time	/videorecorder/start/	/videorecorder/stop/	robot-speaking	/meka/addressee-meka/scatter/Person0_Mouth/	filename	/meka/eval/gaze/dialogact/	trial	annotation_modifier	/meka/eval/all/dialogact/	/meka/addressee-meka/scatter/Addressee/	date	/videorecorder/close/	/meka/rejected/dialogact/dialogActInformer/
Yes							379127				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D09843}>
Yes		#<DIALOG-ACT {100EBCB993}>	gardenRequest	y			381145				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	gardenRequest	3	shiftedAnnotationsExactly	gardenRequest	Meka	2016-02-26_14-36-09		
Yes				y			382037				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	negation	3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D0DE43}>
Yes							383177				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D126E3}>
Yes							384300				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D16CF3}>
No	y			n		n	385531			y	Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	lightOff	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D1B8E3}>
No							394224				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D20643}>
No							397576				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D251C3}>
No			ok				398929				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D29A53}>
Yes							400434				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D2E043}>
Yes		#<DIALOG-ACT {100EBD0643}>	ok				408358				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EBD5093}>	confirmation				420409				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
Yes							428955				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D32893}>
No							431418				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D370D3}>
Yes		#<DIALOG-ACT {100EBD98A3}>	confirmation				432867				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
No			confirmation				433377				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D3B7E3}>
No	n		packetRequest	y - schaut falsche Person an		n	435004				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	packetRequest	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D40093}>
Yes	y	#<DIALOG-ACT {100EBDE0C3}>	lightOn	y			439772				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOn	3	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_14-36-09		
No							451779				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D44E53}>
Yes	n	#<DIALOG-ACT {100EBE2DD3}>	lightOn	n - falsche person		n	452737				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOn	3	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_14-36-09		
Yes							457729				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D496D3}>
No							462467				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D4E403}>
Yes							474334				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D52CE3}>
No			ok				475588				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D57533}>
Yes		#<DIALOG-ACT {100EBEC763}>	timeRequest	 y			481117				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	timeRequest	3	shiftedAnnotationsExactly	timeRequest	Meka	2016-02-26_14-36-09		
Yes	y	#<DIALOG-ACT {100EBF63D3}>	timeRequest	y		y	486850				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	timeRequest	3	shiftedAnnotationsExactly	timeRequest	Meka	2016-02-26_14-36-09		
Yes	y	#<DIALOG-ACT {100EBFB333}>	negation	y		y	487598				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	negation	3	shiftedAnnotationsExactly	negation	Meka	2016-02-26_14-36-09		
No			confirmation				494694				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D5BDA3}>
No							503724				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D608E3}>
No							504363				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D65113}>
No			lightOn	y		y	507366				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D69753}>
Yes		#<DIALOG-ACT {100EBFFB73}>	ok				510246				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EC04343}>	ok				510687				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes	y	#<DIALOG-ACT {100EC08903}>	gardenRequest	y		y	515743				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	gardenRequest	3	shiftedAnnotationsExactly	gardenRequest	Meka	2016-02-26_14-36-09		
Yes	y			y		y	516537				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D6E483}>
No							519477				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D72F73}>
No							520147				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D777F3}>
No							524616				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D7C063}>
No							527258				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D808E3}>
Yes							528816				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D85163}>
Yes		#<DIALOG-ACT {100EC0D7A3}>	ok				529509				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
No							532845				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D89C43}>
No			ok				534129				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D8E493}>
Yes		#<DIALOG-ACT {100EC16D33}>	timeRequest	 y			535229				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	timeRequest	3	shiftedAnnotationsExactly	timeRequest	Meka	2016-02-26_14-36-09		
Yes							536898				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D94DC3}>
Yes		#<DIALOG-ACT {100EC1BA43}>	experimentsRequest	y			540365				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	experimentsRequest	3	shiftedAnnotationsExactly	experimentsRequest	Meka	2016-02-26_14-36-09		
Yes	y			n		n	542487			y	Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOn	3	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D998A3}>
Yes	y			n		n	543264			y	Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011D9E5E3}>
No	n			n		n	545665			y	Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	lightOff	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DA2EA3}>
No							546738				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DA7BE3}>
No							548597				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DAC4B3}>
Yes							549587				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	negation	3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DB0FA3}>
No							550414				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DB5863}>
No			ok				552048				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DBA103}>
No			confirmation				563355				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DBE703}>
Yes		#<DIALOG-ACT {100EC20833}>	confirmation				565034				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EC252F3}>	confirmation				565533				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
Yes				y			568180				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	timeRequest	3	shiftedAnnotationsExactly	timeRequest	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DC7EB3}>
Yes		#<DIALOG-ACT {100EC29B33}>	gardenRequest	y			573205				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	gardenRequest	3	shiftedAnnotationsExactly	gardenRequest	Meka	2016-02-26_14-36-09		
Yes				y			574004				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DD4BB3}>
Yes	y			y		y	577612			y	Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOff	3	shiftedAnnotationsExactly	lightOff	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DD94B3}>
No			confirmation				585988				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DDE223}>
No			confirmation				588702				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DE3193}>
Yes							593046				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DE79F3}>
No							594032				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DEBFD3}>
No							595731				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DF05F3}>
No							596514				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DF4E33}>
No							599426				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DF94B3}>
No							601362				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011DFDAA3}>
Yes		#<DIALOG-ACT {100EC2E7D3}>	ok				602675				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EC33353}>	callRequest	y			608393				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	callRequest	3	shiftedAnnotationsExactly	callRequest	Meka	2016-02-26_14-36-09		
Yes							610173				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	negation	3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E02303}>
Yes							611714				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	negation	3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E06BD3}>
Yes		#<DIALOG-ACT {100EC37E83}>	confirmation				613175				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
No			ok				619954				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E0B7C3}>
No							628003				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E0FDD3}>
Yes		#<DIALOG-ACT {100EC3C663}>	ok				628847				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes				y			630289				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOff	3	shiftedAnnotationsExactly	lightOff	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E14943}>
Yes		#<DIALOG-ACT {100EC40C33}>	ok	y			631214				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes	nameRequest y	#<DIALOG-ACT {100EC49EC3}>	timeRequest	y		y	634451				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	timeRequest	3	shiftedAnnotationsExactly	timeRequest	Meka	2016-02-26_14-36-09		
Yes	nameRequest y	#<DIALOG-ACT {100EC4EB23}>	ok	y		y	635144				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes							636040				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E196B3}>
Yes	y	#<DIALOG-ACT {100EC53133}>	lightOff	y			639679				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOff	3	shiftedAnnotationsExactly	lightOff	Meka	2016-02-26_14-36-09		
Yes							641424				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E1DF23}>
No			ok			n	654676				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E22B33}>
Yes	n	#<DIALOG-ACT {100EC57E13}>	lightOn	n		n	655533				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOn	3	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_14-36-09		
No							661596				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E27383}>
Yes		#<DIALOG-ACT {100EC5CAD3}>	confirmation				662926				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EC612D3}>	confirmation				664487				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
Yes	y	#<DIALOG-ACT {100EC65B13}>	dataRequest	y			668682				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	dataRequest	3	shiftedAnnotationsExactly	dataRequest	Meka	2016-02-26_14-36-09		
Yes							670497				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E2BBE3}>
Yes							671904				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E306D3}>
Yes							672864				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E34F53}>
Yes							674904				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E39843}>
No	n		lightOn	n		n	676714			y	Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E3E323}>
No	y		timeRequest	y		y	700655				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	timeRequest	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E47EB3}>
No			ok				702312				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E4CBA3}>
No							704835				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011E514B3}>
							11138					study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok		2016-03-03_13-46-29		#<DIALOG-ACT {101538C8E3}>
							11706					study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok		2016-03-03_13-46-29		#<DIALOG-ACT {10153914B3}>
							12265					study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation		2016-03-03_13-46-29		#<DIALOG-ACT {1015395AB3}>
							14535					study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation		2016-03-03_13-46-29		#<DIALOG-ACT {101539A363}>
No							15668				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {101539EBD3}>
No							26836				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153A35F3}>
No	n		callRequest	n - falsche person		n	29834				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	callRequest	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153A7C13}>
No							31565				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153AC7A3}>
Yes							33569				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153B0D93}>
No							38185				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153B53A3}>
No	n			n - falsche person		n	40119				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	timeRequest	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153BEC43}>
No							44706				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153C39E3}>
No			negation				46420				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153C82B3}>
No							47807				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153CCB53}>
No							56746				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153D1153}>
No							74815				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153D59E3}>
No			ok				87434				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153DA583}>
Yes							91049				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153DEDC3}>
Yes							91864				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	ok	4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153E3393}>
No	n			n - falsche person		n	94346				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	lightOn	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153E79A3}>
No			confirmation				114562				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153EC733}>
No							115546				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153F1253}>
No							117992				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	ok	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153F5843}>
No			confirmation				118658				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153FA103}>
No			confirmation				119127				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10153FE983}>
Yes	y	#<DIALOG-ACT {1011582043}>	callRequest	y			124523				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	callRequest	4	shiftedAnnotations	callRequest	Meka	2016-03-03_13-46-29		
Yes	y	#<DIALOG-ACT {1011952143}>	confirmation	y			125146				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf	confirmation	4	shiftedAnnotations	confirmation	Meka	2016-03-03_13-46-29		
No							126307				Stable	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	negation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {10154033B3}>
No			confirmation				126834				Moving	study4_11_2016-03-03_13-46-29-shiftedAnnotations.eaf		4	shiftedAnnotations	confirmation	Other	2016-03-03_13-46-29		#<DIALOG-ACT {1015407C73}>
