1805	task	00:02:51	COMPLETED	0	2019-10-25 0943
1806	gputask	00:19:16	COMPLETED	0	2019-10-25 0959
1807	task	00:02:38	COMPLETED	0	2019-10-25 0943
1808	gputask	00:20:15	COMPLETED	0	2019-10-25 1000
1809	task	00:20:33	COMPLETED	0	2019-10-25 1001
1810	gputask	00:19:48	COMPLETED	0	2019-10-25 1000
181	task	00:00:51	CANCELLED	0	2019-09-12 1351
182	gputask	00:00:51	CANCELLED	0	2019-09-12 1352
183	task	00:00:24	CANCELLED	0	2019-09-12 1351
184	gputask	00:00:00	CANCELLED	0	2019-09-12 1352
185	task	00:00:24	CANCELLED	0	2019-09-12 1351
186	gputask	00:00:00	CANCELLED	0	2019-09-12 1352
222	task	00:09:54	COMPLETED	0	2019-09-12 1409
223	gputask	00:07:27	COMPLETED	0	2019-09-12 1406
224	task	01:12:42	CANCELLED	0	2019-09-12 1513
225	gputask	01:12:39	CANCELLED	0	2019-09-12 1513
226	task	00:06:36	COMPLETED	0	2019-09-12 1406
227	gputask	01:12:39	CANCELLED	0	2019-09-12 1513
228	task	00:45:01	COMPLETED	0	2019-09-12 1445
229	gputask	00:11:37	COMPLETED	0	2019-09-12 1412
230	task	00:06:18	COMPLETED	0	2019-09-12 1406
231	gputask	01:06:07	CANCELLED	0	2019-09-12 1513
232	task	01:06:07	CANCELLED	0	2019-09-12 1513
233	gputask	01:00:59	CANCELLED	0	2019-09-12 1513
234	task	01:06:00	CANCELLED	0	2019-09-12 1513
235	gputask	00:00:00	CANCELLED	0	2019-09-12 1513
250	task	1-08:35:03	COMPLETED	0	2019-09-13 2352
251	gputask	19:57:56	COMPLETED	0	2019-09-13 1115
253	task	1-04:59:58	COMPLETED	0	2019-09-13 2020
254	gputask	22:33:26	COMPLETED	0	2019-09-13 1353
255	task	21:30:18	COMPLETED	0	2019-09-13 1250
256	gputask	19:12:22	COMPLETED	0	2019-09-13 1032
257	task	11:46:30	COMPLETED	0	2019-09-13 1010
258	gputask	20:57:54	COMPLETED	0	2019-09-13 1218
259	task	14:00:20	COMPLETED	0	2019-09-14 0010
260	gputask	11-12:47:38	COMPLETED	0	2019-09-24 2320
270	task	11-14:08:31	COMPLETED	0	2019-09-25 0258
271	gputask	11-09:29:15	COMPLETED	0	2019-09-24 2322
285	task	11-03:28:37	COMPLETED	0	2019-09-24 2348
286	gputask	1-16:52:21	CANCELLED	0	2019-09-16 1608
287	task	2-16:17:03	CANCELLED	0	2019-09-16 1609
288	gputask	1-15:46:46	CANCELLED	0	2019-09-16 1605
289	task	10-00:17:03	COMPLETED	0	2019-09-25 0035
290	gputask	8-09:38:37	COMPLETED	0	2019-09-25 0144
291	task	02:12:53	CANCELLED	0	2019-09-16 1605
292	gputask	8-10:21:45	COMPLETED	0	2019-09-25 0230
382	task	8-12:14:30	COMPLETED	0	2019-09-25 0425
383	gputask	1-13:08:24	COMPLETED	0	2019-09-26 1228
384	task	8-14:08:14	COMPLETED	0	2019-09-25 0618
385	gputask	1-14:53:18	COMPLETED	0	2019-09-26 1416
3	task	00:00:00	CANCELLED	0	2019-09-10 1109
3	task	00:00:01	PENDING	0	2019-09-09 2110
3	task	09:56:14	NODE_FAIL	0	2019-09-09 2107
4	gputask	1-01:37:49	COMPLETED	0	2019-09-10 1249
5	task	23:47:32	COMPLETED	0	2019-09-10 1100
6	gputask	1-01:56:55	COMPLETED	0	2019-09-10 1310
792	gputask	1-22:50:47	COMPLETED	0	2019-09-27 0808
793	gputask	1-03:11:40	COMPLETED	0	2019-09-26 2110
794	gputask	06:57:34	COMPLETED	0	2019-09-26 1926
797	task	00:04:55	CANCELLED	0	2019-09-25 1201
798	task	00:03:34	CANCELLED	0	2019-09-25 1159
799	task	00:04:55	CANCELLED	0	2019-09-25 1201
79	task	1-00:10:14	CANCELLED	0	2019-09-11 1114
7	task	23:52:09	COMPLETED	0	2019-09-10 1105
800	task	00:24:05	COMPLETED	0	2019-09-25 1340
801	gputask	07:23:41	COMPLETED	0	2019-09-26 2139
802	task	00:23:40	CANCELLED	0	2019-09-25 1340
